TweetID,NoRetweets
666179,15.006843566894531
666180,0
666181,0
666182,0
666183,3.4068875312805176
666184,0
666185,4.734012603759766
666186,17.15067481994629
666187,0
666188,5.670679092407227
666189,0
666190,0
666191,0
666192,0
666193,0
666194,0
666195,0
666196,0
666197,0
666198,4.321448802947998
666199,0
666200,5.2576985359191895
666201,0
666202,0
666203,4.293909072875977
666204,0
666205,0
666206,0
666207,1.335628867149353
666208,0
666209,5.441349506378174
666210,28.506832122802734
666211,0
666212,0
666213,0
666214,0
666215,0
666216,635.6421508789062
666217,0
666218,0
666219,0
666220,0
666221,0
666222,17.269073486328125
666223,0
666224,25.53460693359375
666225,4.747716426849365
666226,0
666227,0
666228,7.978394985198975
666229,4.988753795623779
666230,0
666231,0
666232,0
666233,2.101593494415283
666234,9.850807189941406
666235,0
666236,1.7542105913162231
666237,4.137308597564697
666238,6.179912567138672
666239,0
666240,0
666241,0
666242,0
666243,4.592773914337158
666244,4.016751766204834
666245,0
666246,6.643255233764648
666247,0
666248,0
666249,0
666250,0
666251,0
666252,25.003658294677734
666253,5.3444414138793945
666254,0
666255,3.0413155555725098
666256,0
666257,0
666258,0
666259,16.84173011779785
666260,0
666261,0
666262,0
666263,0
666264,0
666265,0
666266,0
666267,0
666268,0
666269,0
666270,0
666271,0
666272,0
666273,0
666274,0
666275,6.993833541870117
666276,0
666277,2.3099255561828613
666278,0
666279,0
666280,0
666281,0
666282,0
666283,89.31380462646484
666284,0
666285,5.42018461227417
666286,0
666287,0
666288,5.468530178070068
666289,2.0431761741638184
666290,0
666291,0
666292,0
666293,0
666294,0
666295,0
666296,0
666297,0
666298,6.840201377868652
666299,0
666300,57.47015380859375
666301,0
666302,0
666303,0
666304,36.445465087890625
666305,0
666306,5.201222896575928
666307,3.8383936882019043
666308,0
666309,0
666310,0
666311,103.92403411865234
666312,0
666313,0
666314,9.720547676086426
666315,7.1318359375
666316,0
666317,0
666318,0
666319,36.833255767822266
666320,0
666321,0
666322,53.47251892089844
666323,0
666324,0
666325,56.22405242919922
666326,0
666327,0
666328,4.700667381286621
666329,0
666330,9.477203369140625
666331,2.1945059299468994
666332,0
666333,0
666334,14.918453216552734
666335,0
666336,0
666337,0
666338,2.755033493041992
666339,0
666340,0
666341,0
666342,0
666343,3.444559335708618
666344,0
666345,0
666346,0
666347,2.9030535221099854
666348,57.597633361816406
666349,143.59291076660156
666350,4.583574295043945
666351,6.010418891906738
666352,0
666353,1.7826586961746216
666354,0
666355,0
666356,0
666357,7.877933025360107
666358,0
666359,0
666360,0
666361,37.15724182128906
666362,6.024491310119629
666363,0
666364,196.26364135742188
666365,0
666366,6.888916492462158
666367,0
666368,0
666369,0
666370,0
666371,6.5080671310424805
666372,15.54771614074707
666373,0
666374,0
666375,35.47995376586914
666376,0
666377,4.638554096221924
666378,0
666379,0
666380,0
666381,17.54007339477539
666382,0
666383,0
666384,0
666385,0
666386,34.29127883911133
666387,0
666388,0
666389,0
666390,0
666391,0
666392,0
666393,1.3472670316696167
666394,0
666395,0
666396,1.1246190071105957
666397,0
666398,0
666399,0
666400,5.965267658233643
666401,1.7751590013504028
666402,0
666403,0
666404,0
666405,0
666406,0
666407,0
666408,0
666409,7.361724853515625
666410,47.21369171142578
666411,11.978487014770508
666412,0
666413,0
666414,0
666415,0
666416,14.616816520690918
666417,11.950703620910645
666418,0
666419,6.947429656982422
666420,0
666421,11.374276161193848
666422,0
666423,0
666424,0
666425,2.7091965675354004
666426,0
666427,0
666428,0
666429,0
666430,0
666431,3.306260108947754
666432,0
666433,0
666434,0
666435,0
666436,0
666437,0
666438,0
666439,3.621875762939453
666440,0
666441,0
666442,3.4152560234069824
666443,9.226819038391113
666444,0
666445,11.010306358337402
666446,3.0003228187561035
666447,0
666448,0
666449,0
666450,0
666451,0
666452,88.539794921875
666453,0
666454,0
666455,0
666456,8.554679870605469
666457,0
666458,0
666459,9.397882461547852
666460,0
666461,0
666462,0
666463,2.73447847366333
666464,0
666465,0
666466,1.3566113710403442
666467,5.561352252960205
666468,38.34791564941406
666469,0
666470,54.255924224853516
666471,0
666472,0
666473,0
666474,3.6386828422546387
666475,0
666476,0
666477,0
666478,0
666479,13.678047180175781
666480,0
666481,0
666482,2.374967575073242
666483,26.43943214416504
666484,0
666485,12.533468246459961
666486,0
666487,1.1513988971710205
666488,19.16751480102539
666489,0
666490,0
666491,0
666492,0
666493,0
666494,0
666495,0
666496,0
666497,0
666498,0
666499,0
666500,0
666501,0
666502,0
666503,0
666504,22.401288986206055
666505,3.482330083847046
666506,1.3087939023971558
666507,0
666508,0
666509,0
666510,0
666511,0
666512,0
666513,0
666514,0
666515,0
666516,0
666517,16.84830093383789
666518,0
666519,0
666520,5.270927429199219
666521,26.173147201538086
666522,0
666523,7.857176303863525
666524,0
666525,0
666526,0
666527,0
666528,0
666529,0
666530,0
666531,0
666532,0
666533,0
666534,0
666535,0
666536,0
666537,11.507294654846191
666538,0
666539,0
666540,0
666541,53.766632080078125
666542,27.264820098876953
666543,0
666544,0
666545,0
666546,0
666547,0
666548,0
666549,0
666550,4.644059658050537
666551,6.03101921081543
666552,0
666553,0
666554,0
666555,0
666556,0
666557,0
666558,0
666559,0
666560,0
666561,1.4921380281448364
666562,1.088457465171814
666563,0
666564,3.2721288204193115
666565,0
666566,0
666567,3.882080554962158
666568,0
666569,4.898108959197998
666570,0
666571,0
666572,23.034120559692383
666573,4.232948303222656
666574,0
666575,5.031707763671875
666576,4.261629104614258
666577,0
666578,7.374598026275635
666579,107.49967193603516
666580,9.034379959106445
666581,4.662437438964844
666582,0
666583,0
666584,0
666585,5.668771743774414
666586,0
666587,0
666588,0
666589,50.58265686035156
666590,0
666591,3.6776649951934814
666592,0
666593,13.844686508178711
666594,0
666595,119.67237854003906
666596,2.9617912769317627
666597,0
666598,0
666599,0
666600,0
666601,0
666602,0
666603,0
666604,0
666605,0
666606,0
666607,0
666608,0
666609,52.941490173339844
666610,0
666611,0
666612,3.5367565155029297
666613,0
666614,0
666615,106.28617858886719
666616,7.44629430770874
666617,2.093997001647949
666618,0
666619,0
666620,0
666621,0
666622,0
666623,0
666624,0
666625,0
666626,0
666627,2.752556800842285
666628,0
666629,0
666630,0
666631,0
666632,81.47232055664062
666633,0
666634,0
666635,7.577763557434082
666636,63.717063903808594
666637,0
666638,0
666639,7.716726303100586
666640,1.430232286453247
666641,0
666642,0
666643,0
666644,0
666645,0
666646,0
666647,0
666648,0
666649,0
666650,0
666651,0
666652,0
666653,0
666654,0
666655,0
666656,0
666657,0
666658,0
666659,0
666660,18.1494140625
666661,0
666662,3.4521737098693848
666663,0
666664,0
666665,0
666666,10.344400405883789
666667,0
666668,0
666669,0
666670,0
666671,1.2273622751235962
666672,0
666673,6.982691287994385
666674,6.266330242156982
666675,0
666676,36.30727767944336
666677,0
666678,4.262866020202637
666679,4.60187292098999
666680,0
666681,1.5009678602218628
666682,0
666683,0
666684,0
666685,0
666686,0
666687,0
666688,5.7547688484191895
666689,0
666690,0
666691,0
666692,0
666693,0
666694,0
666695,3.3794028759002686
666696,0
666697,1.3275467157363892
666698,0
666699,0
666700,10.22714614868164
666701,37.84363555908203
666702,4.393617630004883
666703,0
666704,1.5843747854232788
666705,42.75846862792969
666706,4.787221908569336
666707,0
666708,20.544757843017578
666709,3.9676594734191895
666710,15.234493255615234
666711,0
666712,0
666713,0
666714,0
666715,0
666716,0
666717,6.284907817840576
666718,0
666719,0
666720,0
666721,0
666722,2.1344833374023438
666723,2.166227340698242
666724,0
666725,0
666726,0
666727,26.61051368713379
666728,0
666729,4.390732288360596
666730,8.359721183776855
666731,0
666732,3.7493200302124023
666733,2.282092809677124
666734,0
666735,5.026179313659668
666736,0
666737,0
666738,0
666739,6.50938606262207
666740,0
666741,2.669752836227417
666742,0
666743,5.21824312210083
666744,0
666745,0
666746,0
666747,4.13362979888916
666748,2.1432464122772217
666749,431.7956848144531
666750,0
666751,0
666752,0
666753,0
666754,6.631689548492432
666755,0
666756,6.593311786651611
666757,0
666758,41.75867462158203
666759,0
666760,0
666761,0
666762,0
666763,7.139989852905273
666764,0
666765,0
666766,3.711275577545166
666767,0
666768,4.165650844573975
666769,0
666770,0
666771,1.397442102432251
666772,0
666773,0
666774,10.126924514770508
666775,5.816786766052246
666776,0
666777,0
666778,0
666779,0
666780,107.62294006347656
666781,0
666782,3.850177764892578
666783,0
666784,0
666785,0
666786,0
666787,3.158518075942993
666788,0
666789,0
666790,0
666791,3.7873382568359375
666792,6.5005621910095215
666793,0
666794,0
666795,0
666796,5.30365514755249
666797,0
666798,0
666799,0
666800,0
666801,0
666802,17.67969512939453
666803,0
666804,0
666805,0
666806,0
666807,47.250911712646484
666808,0
666809,50.88328170776367
666810,0
666811,0
666812,0
666813,7.322511196136475
666814,1.7789767980575562
666815,0
666816,10.602810859680176
666817,0
666818,11.957863807678223
666819,0
666820,0
666821,0
666822,3.796815872192383
666823,0
666824,8.948266983032227
666825,0
666826,0
666827,0
666828,0
666829,3.7437539100646973
666830,14.288468360900879
666831,3.469395399093628
666832,0
666833,0
666834,2.752438545227051
666835,0
666836,0
666837,0
666838,0
666839,1.0318725109100342
666840,0
666841,12.506233215332031
666842,2.280308246612549
666843,0
666844,2.3545639514923096
666845,7.4850969314575195
666846,0
666847,2.784498453140259
666848,16.108030319213867
666849,0
666850,4.012008190155029
666851,0
666852,0
666853,12.425540924072266
666854,0
666855,33.90566635131836
666856,31.40226936340332
666857,0
666858,0
666859,767.6307373046875
666860,0
666861,6.236622333526611
666862,4.074342250823975
666863,0
666864,3.4489364624023438
666865,0
666866,11.232059478759766
666867,0
666868,7.109009742736816
666869,0
666870,10.983797073364258
666871,0
666872,0
666873,0
666874,69.18510437011719
666875,0
666876,0
666877,0
666878,0
666879,10.998982429504395
666880,0
666881,6.055909633636475
666882,0
666883,22.558883666992188
666884,0
666885,0
666886,0
666887,0
666888,51.0444221496582
666889,0
666890,0
666891,5.062847137451172
666892,0
666893,0
666894,0
666895,0
666896,0
666897,0
666898,0
666899,0
666900,0
666901,0
666902,0
666903,1.1953104734420776
666904,0
666905,0
666906,0
666907,0
666908,7.275767803192139
666909,0
666910,0
666911,1.322382926940918
666912,0
666913,0
666914,0
666915,0
666916,0
666917,0
666918,0
666919,3.213402509689331
666920,0
666921,0
666922,4.313625335693359
666923,8.17236328125
666924,24.001794815063477
666925,0
666926,0
666927,0
666928,4.122239112854004
666929,0
666930,0
666931,0
666932,7.333273410797119
666933,143.4595489501953
666934,0
666935,0
666936,0
666937,0
666938,0
666939,6.4186906814575195
666940,0
666941,71.21542358398438
666942,0
666943,0
666944,0
666945,0
666946,0
666947,2.0841972827911377
666948,14.175496101379395
666949,1.5336501598358154
666950,0
666951,0
666952,0
666953,0
666954,0
666955,0
666956,1.6051443815231323
666957,0
666958,29.574390411376953
666959,32.42381286621094
666960,0
666961,4.258612632751465
666962,6.20231819152832
666963,0
666964,3.0419809818267822
666965,0
666966,1.8243385553359985
666967,0
666968,0
666969,0
666970,0
666971,0
666972,0
666973,67.46253967285156
666974,0
666975,0
666976,0
666977,0
666978,0
666979,9.83732795715332
666980,3.040109157562256
666981,0
666982,0
666983,0
666984,0
666985,0
666986,0
666987,131.4760284423828
666988,0
666989,12.977814674377441
666990,0
666991,0
666992,4.752310752868652
666993,0
666994,0
666995,58.91020202636719
666996,0
666997,0
666998,0
666999,0
667000,0
667001,0
667002,61.188385009765625
667003,0
667004,2.2885117530822754
667005,39.77036666870117
667006,0
667007,5.675995349884033
667008,0
667009,8.882345199584961
667010,0
667011,0
667012,10.864362716674805
667013,0
667014,7.518547534942627
667015,0
667016,1.7082229852676392
667017,3.1607978343963623
667018,0
667019,0
667020,4.653623104095459
667021,11.195945739746094
667022,2.8517704010009766
667023,4.280884265899658
667024,0
667025,0
667026,0
667027,0
667028,16.346372604370117
667029,0
667030,0
667031,0
667032,0
667033,0
667034,0
667035,0
667036,0
667037,0
667038,0
667039,0
667040,0
667041,0
667042,0
667043,0
667044,0
667045,0
667046,0
667047,5.309579372406006
667048,11.44180679321289
667049,0
667050,2.4506356716156006
667051,0
667052,0
667053,0
667054,0
667055,38.20132064819336
667056,0
667057,34.65643310546875
667058,111.14271545410156
667059,0
667060,0
667061,8.040238380432129
667062,0
667063,2.7165722846984863
667064,4.5962910652160645
667065,0
667066,3.129188060760498
667067,13.489568710327148
667068,0
667069,22.483600616455078
667070,0
667071,0
667072,2.1974892616271973
667073,0
667074,6.903194904327393
667075,0
667076,0
667077,0
667078,0
667079,11.722764015197754
667080,1.0863012075424194
667081,0
667082,0
667083,0
667084,50.986854553222656
667085,5.947620391845703
667086,23.007680892944336
667087,0
667088,0
667089,5.214404106140137
667090,0
667091,0
667092,0
667093,0
667094,0
667095,0
667096,0
667097,2.8586368560791016
667098,0
667099,0
667100,0
667101,0
667102,6.072115421295166
667103,0
667104,4.8902506828308105
667105,11.084453582763672
667106,0
667107,0
667108,47.81646728515625
667109,0
667110,0
667111,0
667112,165.45643615722656
667113,4.642848968505859
667114,3.12398362159729
667115,0
667116,0
667117,0
667118,14.677348136901855
667119,0
667120,10.583101272583008
667121,0
667122,9.819565773010254
667123,5.362525463104248
667124,0
667125,0
667126,4.947790145874023
667127,0
667128,0
667129,0
667130,0
667131,0
667132,0
667133,0
667134,0
667135,0
667136,2.2551982402801514
667137,5.127045154571533
667138,0
667139,0
667140,0
667141,0
667142,1.455119252204895
667143,36.87776565551758
667144,7.782107830047607
667145,3.684347629547119
667146,6.3875908851623535
667147,0
667148,4.824011325836182
667149,2.898989677429199
667150,0
667151,0
667152,16.74793815612793
667153,0
667154,0
667155,0
667156,0
667157,0
667158,0
667159,0
667160,4.512408256530762
667161,0
667162,11.186134338378906
667163,0
667164,0
667165,0
667166,0
667167,0
667168,10.158001899719238
667169,4.337707042694092
667170,0
667171,2.3667304515838623
667172,13.986611366271973
667173,6.410794258117676
667174,0
667175,0
667176,0
667177,0
667178,0
667179,0
667180,0
667181,0
667182,12.036859512329102
667183,0
667184,0
667185,0
667186,0
667187,0
667188,0
667189,0
667190,0
667191,0
667192,0
667193,2.2982661724090576
667194,0
667195,4.957801342010498
667196,0
667197,3.1563870906829834
667198,22.593212127685547
667199,0
667200,0
667201,9.624359130859375
667202,0
667203,3.452375650405884
667204,0
667205,23.88323974609375
667206,2.329855442047119
667207,1.241103172302246
667208,2.159463405609131
667209,0
667210,0
667211,0
667212,0
667213,0
667214,0
667215,0
667216,0
667217,0
667218,0
667219,0
667220,2.8327548503875732
667221,4.636934280395508
667222,2.1536812782287598
667223,7.702512741088867
667224,0
667225,0
667226,109.2942123413086
667227,7.467523097991943
667228,0
667229,0
667230,0
667231,0
667232,0
667233,0
667234,32.433990478515625
667235,7.272768020629883
667236,0
667237,0
667238,0
667239,0
667240,17.46263313293457
667241,2.5406599044799805
667242,0
667243,2.8652031421661377
667244,0
667245,0
667246,0
667247,0
667248,0
667249,0
667250,0
667251,0
667252,0
667253,0
667254,12.75757884979248
667255,0
667256,0
667257,2.184868812561035
667258,23.686492919921875
667259,0
667260,26.60352897644043
667261,6.560288906097412
667262,0
667263,0
667264,0
667265,0
667266,2.100067138671875
667267,1.7550245523452759
667268,4.685600757598877
667269,0
667270,0
667271,0
667272,87.7708511352539
667273,0
667274,0
667275,12.44756031036377
667276,0
667277,83.6134262084961
667278,5.347522735595703
667279,4.145705699920654
667280,1.0449655055999756
667281,0
667282,1.4418543577194214
667283,0
667284,0
667285,0
667286,0
667287,0
667288,0
667289,0
667290,9.040985107421875
667291,4.3345136642456055
667292,0
667293,0
667294,0
667295,0
667296,0
667297,0
667298,0
667299,0
667300,0
667301,0
667302,0
667303,0
667304,75.0135726928711
667305,1.6549971103668213
667306,0
667307,0
667308,3.1768975257873535
667309,0
667310,0
667311,0
667312,0
667313,0
667314,0
667315,0
667316,0
667317,0
667318,0
667319,0
667320,7.729166507720947
667321,0
667322,1.2650222778320312
667323,0
667324,5.473006725311279
667325,7.180976867675781
667326,0
667327,0
667328,0
667329,0
667330,4.57752799987793
667331,22.95273208618164
667332,4.579413890838623
667333,0
667334,0
667335,0
667336,93.16924285888672
667337,7.279938220977783
667338,4.248693943023682
667339,0
667340,0
667341,6.190702438354492
667342,5.9072771072387695
667343,0
667344,7.358336925506592
667345,3.2877509593963623
667346,7.852052211761475
667347,2.9575138092041016
667348,50.67148208618164
667349,4.018495082855225
667350,0
667351,101.30221557617188
667352,5.850561618804932
667353,0
667354,0
667355,0
667356,4.878148078918457
667357,1.0332337617874146
667358,0
667359,0
667360,0
667361,2.8288204669952393
667362,0
667363,103.8849868774414
667364,0
667365,0
667366,0
667367,0
667368,4.642101764678955
667369,0
667370,0
667371,0
667372,4.202148914337158
667373,0
667374,0
667375,0
667376,0
667377,0
667378,0
667379,0
667380,70.66485595703125
667381,13.571245193481445
667382,0
667383,8.163256645202637
667384,0
667385,0
667386,8.791756629943848
667387,0
667388,0
667389,0
667390,0
667391,4.50392484664917
667392,94.14795684814453
667393,0
667394,0
667395,0
667396,5.690881729125977
667397,2.555589199066162
667398,5.175716400146484
667399,5.158959865570068
667400,0
667401,0
667402,0
667403,0
667404,1.115515112876892
667405,0
667406,0
667407,1.2761327028274536
667408,4.2617411613464355
667409,0
667410,0
667411,0
667412,6.572415828704834
667413,0
667414,2.432748556137085
667415,0
667416,0
667417,0
667418,8.823265075683594
667419,0
667420,0
667421,0
667422,0
667423,0
667424,4.768819808959961
667425,4.163715362548828
667426,0
667427,0
667428,10.877632141113281
667429,0
667430,0
667431,2.568986654281616
667432,6.184211254119873
667433,0
667434,0
667435,0
667436,55.41445541381836
667437,35.34687805175781
667438,8.909140586853027
667439,0
667440,9.986119270324707
667441,14.532525062561035
667442,0
667443,19.974149703979492
667444,0
667445,0
667446,0
667447,0
667448,0
667449,0
667450,0
667451,0
667452,0
667453,0
667454,7.423558235168457
667455,0
667456,0
667457,61.233367919921875
667458,0
667459,0
667460,0
667461,0
667462,0
667463,0
667464,0
667465,0
667466,0
667467,0
667468,5.206737041473389
667469,4.9018683433532715
667470,0
667471,0
667472,0
667473,6.8520426750183105
667474,0
667475,0
667476,0
667477,0
667478,0
667479,11.857158660888672
667480,0
667481,0
667482,0
667483,0
667484,0
667485,5.0853800773620605
667486,0
667487,0
667488,0
667489,0
667490,2.0686776638031006
667491,0
667492,0
667493,0
667494,0
667495,0
667496,0
667497,2.0980019569396973
667498,0
667499,0
667500,0
667501,0
667502,42.209228515625
667503,4.4592061042785645
667504,1.8470605611801147
667505,0
667506,0
667507,0
667508,5.617995262145996
667509,0
667510,0
667511,0
667512,29.99884605407715
667513,7.398655891418457
667514,7.115271091461182
667515,2.196021318435669
667516,0
667517,0
667518,0
667519,0
667520,0
667521,12.990612030029297
667522,0
667523,0
667524,0
667525,0
667526,5.756385803222656
667527,17.31983184814453
667528,0
667529,6.347042560577393
667530,7.664071083068848
667531,17.273822784423828
667532,0
667533,171.4375457763672
667534,0
667535,0
667536,0
667537,0
667538,7.0191802978515625
667539,0
667540,0
667541,0
667542,8.893319129943848
667543,4.659346103668213
667544,13.828795433044434
667545,0
667546,0
667547,0
667548,1.831009030342102
667549,0
667550,2.253599166870117
667551,0
667552,0
667553,5.517441272735596
667554,0
667555,5.390505313873291
667556,0
667557,8.617257118225098
667558,0
667559,0
667560,0
667561,0
667562,5.032311916351318
667563,0
667564,0
667565,27.802513122558594
667566,0
667567,0
667568,0
667569,0
667570,11.555262565612793
667571,7.387923240661621
667572,3.808152675628662
667573,0
667574,15.060623168945312
667575,0
667576,0
667577,0
667578,0
667579,7.8493475914001465
667580,0
667581,0
667582,5.424745559692383
667583,0
667584,18.210939407348633
667585,0
667586,3.360914707183838
667587,0
667588,3.3106656074523926
667589,4.747077465057373
667590,55.078948974609375
667591,0
667592,3.520697593688965
667593,0
667594,0
667595,0
667596,0
667597,0
667598,0
667599,0
667600,0
667601,11.57297420501709
667602,0
667603,6.974859714508057
667604,0
667605,0
667606,0
667607,0
667608,1.076889157295227
667609,0
667610,3.923642158508301
667611,20.302600860595703
667612,0
667613,0
667614,7.686376571655273
667615,0
667616,0
667617,0
667618,0
667619,16.527864456176758
667620,0
667621,109.43180847167969
667622,0
667623,0
667624,0
667625,0
667626,4.639519691467285
667627,1.9505866765975952
667628,0
667629,5.093039512634277
667630,0
667631,5.085913181304932
667632,0
667633,0
667634,9.267931938171387
667635,1.6878416538238525
667636,2.466223955154419
667637,0
667638,0
667639,0
667640,0
667641,0
667642,0
667643,0
667644,7.564101696014404
667645,1.7605899572372437
667646,0
667647,0
667648,0
667649,0
667650,0
667651,0
667652,0
667653,0
667654,0
667655,0
667656,0
667657,0
667658,8.201349258422852
667659,0
667660,0
667661,0
667662,0
667663,0
667664,0
667665,0
667666,4.5675811767578125
667667,0
667668,0
667669,3.9376683235168457
667670,0
667671,117.53089904785156
667672,0
667673,11.752679824829102
667674,0
667675,0
667676,74.14820098876953
667677,0
667678,0
667679,2.419074773788452
667680,0
667681,0
667682,5.268989562988281
667683,0
667684,1.5189613103866577
667685,0
667686,0
667687,0
667688,0
667689,0
667690,741.3797607421875
667691,0
667692,0
667693,0
667694,0
667695,0
667696,0
667697,2.6658999919891357
667698,0
667699,5.253796100616455
667700,11.556133270263672
667701,0
667702,0
667703,0
667704,0
667705,0
667706,0
667707,0
667708,1.9764331579208374
667709,0
667710,0
667711,0
667712,6.724738121032715
667713,0
667714,1.5572892427444458
667715,0
667716,0
667717,0
667718,0
667719,0
667720,0
667721,0
667722,0
667723,2.1642916202545166
667724,0
667725,0
667726,3.5158281326293945
667727,0
667728,3.861713409423828
667729,5.84861421585083
667730,0
667731,0
667732,0
667733,0
667734,0
667735,20.81535530090332
667736,0
667737,0
667738,0
667739,13.70659351348877
667740,4.286922454833984
667741,0
667742,0
